Providence Police Department,-0.15514355658135037
Provo Police Department,-0.09855610243670465
Pueblo Police Department,-0.055168182662645115
Raleigh Police Department,-0.0900116986281807
Ramapo Town Police Department,-0.07783793951471529
Rialto Police Department,0.2008446954624683
Richardson Police Department,-0.09625047951948318
Richmond Police Department,-0.10650003343850756
Richmond Police Department,-0.06726874552225781
Riverside Police Department,-0.11915854057256392
Rochester Police Department,-0.11720708749522468
Rochester Police Department,-0.040145884442582824
Rockford Police Department,-0.07423926637428413
Round Rock Police Department,-0.10343810543847365
Sacramento Police Department,-0.12914007287293705
Salem Police Department,-0.09090931748699238
Salinas Police Department,0.20578506972748478
Salt Lake City Police Department,-0.06105776576620081
San Antonio Police Department,-0.03043992142965868
San Bernardino Police Department,-0.1496706588655914
San Diego Police Department,-0.052051976062091665
San Francisco Police Department,-0.02739857187915473
San Jose Police Department,-0.16262681926055134
Sandy Springs Police Department,-0.04820380421583392
Santa Ana Police Department,0.14131876920048914
Santa Clara Police Department,-0.1376016751897433
Santa Maria Police Department,0.10883262019779605
Savannah-Chatham Metro Police Department,-0.01376653642599246
Scottsdale Police Department,-0.012656920104056057
Seattle Police Department,-0.013436189100485052
Shreveport Police Department,-0.04101877098099638
Simi Valley Police Department,-0.07966653196271123
Sioux Falls Police Department,-0.026541504943687455
South Bend Police Department,-0.06678167258868384
Spokane Police Department,-0.015005832089901139
Springfield Police Department,-0.052422781036609356
Springfield Police Department,-0.071655263545789
Springfield Police Department,-0.023938259269384865
St. Louis Metropolitan Police Department,-0.05408823615878888
St. Paul Police Department,-0.0645037754072253
St. Petersburg Police Department,-0.031143408837842612
Stamford Police Department,-0.128541580010465
Sterling Heights Police Department,-0.07970148406398314
Stockton Police Department,-0.3003017237946872
Suffolk County Police Department,-0.03783747804629223
Sunnyvale Department of Public Safety,-0.11268817341591575
Surprise Police Department,-0.028953119626681123
Syracuse Police Department,-0.15339580937639719
Tacoma Police Department,-0.1498403680579823
Tallahassee Police Department,-0.0652077106240323
Tampa Police Department,-0.04513164307160755
Tempe Police Department,-0.047473139915212625
Thornton Police Department,-0.06391796207508782
Toledo Police Department,-0.02040427799616573
Topeka Police Department,-0.03723362257126683
Torrance Police Department,-0.08043465081382117
Tucson Police Department,-0.04092775996917042
Tulsa Police Department,-0.04854400441776163
Tyler Police Department,-0.14356263612384867
Vancouver Police Department,-0.011688748224525147
Ventura Police Department,-0.045591878183633305
Virginia Beach Police Department,-0.045105197003730835
Waco Police Department,-0.1059270146954896
Warren Police Department,-0.09913456511985552
Washington Metropolitan Police Department,-0.017426450271608385
Waterbury Police Department,-0.12494360097011814
West Covina Police Department,-0.1929519260105692
West Jordan Police Department,-0.10282434120538164
West Palm Beach Police Department,-0.04872433385025987
West Valley City Police Department,-0.15117565869132243
Wichita Falls Police Department,-0.05755258137276642
Wichita Police Department,-0.0356649768564532
Wilmington Police Department,-0.028211948618379612
Winston-Salem Police Department,-0.09619939308204883
Woodbridge Township Police Department,-0.15967112498487301
Yonkers Police Department,-0.1495516469073641
