City,State,Population,ViolentCrime
Hedwig Village,TX,2643,6
Helotes,TX,8054,4
Hemphill,TX,1200,1
Hempstead,TX,6187,18
Henderson,TX,13837,96
Hereford,TX,15327,55
Hewitt,TX,13944,14
Hickory Creek,TX,3493,7
Highland Park,TX,8900,5
Highland Village,TX,15754,8
Hill Country Village,TX,1016,0
Hillsboro,TX,8377,30
Hitchcock,TX,7250,29
Hollywood Park,TX,3168,0
Hondo,TX,8925,22
Hooks,TX,2731,7
Horizon City,TX,19439,13
Horseshoe Bay,TX,3334,5
Houston,TX,2180606,20993
Howe,TX,2602,6
Hubbard,TX,1416,0
Hudson,TX,4750,27
Hughes Springs,TX,1727,1
Humble,TX,15473,95
Huntington,TX,2102,4
Huntsville,TX,39990,213
Hurst,TX,38456,205
Hutchins,TX,5439,8
Hutto,TX,19513,8
Idalou,TX,2264,6
Ingleside,TX,9541,32
Ingram,TX,1805,5
Iowa Park,TX,6408,13
Irving,TX,228367,530
Jacksboro,TX,4487,13
Jacksonville,TX,14816,111
Jamaica Beach,TX,1006,0
Jarrell,TX,1051,0
Jasper,TX,7702,31
Jefferson,TX,2057,13
Jersey Village,TX,7845,38
Johnson City,TX,1733,2
Jones Creek,TX,2067,0
Jonestown,TX,2024,9
Joshua,TX,5966,15
Jourdanton,TX,4111,2
Junction,TX,2539,6
Karnes City,TX,3201,6
Katy,TX,14837,38
Kaufman,TX,6865,12
Keene,TX,6071,4
Keller,TX,42644,27
Kenedy,TX,3423,8
Kennedale,TX,7156,11
Kermit,TX,5956,18
Kerrville,TX,22484,48
Kilgore,TX,13938,53
Killeen,TX,136539,753
Kingsville,TX,26198,103
Kirby,TX,8288,49
Kirbyville,TX,2158,5
Kountze,TX,2088,11
Kress,TX,721,0
Kyle,TX,31732,90
Lacy-Lakeview,TX,6566,38
La Feria,TX,7340,7
Lago Vista,TX,6550,14
La Grange,TX,4656,4
La Grulla,TX,1639,5
Laguna Vista,TX,3179,4
La Joya,TX,4153,6
Lake Dallas,TX,7390,15
Lake Jackson,TX,27273,40
Lakeside,TX,1357,7
"Lakeview, Harris County",TX,6413,10
Lakeway,TX,12815,16
Lake Worth,TX,4710,14
La Marque,TX,14976,70
Lamesa,TX,9136,44
Lampasas,TX,6899,20
Lancaster,TX,38209,179
La Porte,TX,34671,40
Laredo,TX,247353,1027
La Vernia,TX,1137,3
La Villa,TX,1978,0
Lavon,TX,2318,1
League City,TX,89596,96
Leander,TX,30657,26
Leon Valley,TX,10833,26
Levelland,TX,13681,67
Lewisville,TX,100710,243
Lexington,TX,1170,6
Liberty,TX,8857,46
Lindale,TX,5257,16
Linden,TX,1964,6
Little Elm,TX,29958,48
Littlefield,TX,6368,30
Live Oak,TX,14541,45
Livingston,TX,5207,43
Llano,TX,3249,0
Lockhart,TX,12971,45
Lone Star,TX,1553,6
Longview,TX,81273,451
Lorena,TX,1709,1
Lorenzo,TX,1180,2
Los Fresnos,TX,5800,7
Lubbock,TX,237875,1829
Luling,TX,5612,29
Lumberton,TX,12081,25
Lyford,TX,2611,1
Lytle,TX,2665,0
Madisonville,TX,4452,17
Magnolia,TX,1490,9
Malakoff,TX,2327,13
Manor,TX,6137,15
Mansfield,TX,60179,80
Manvel,TX,6381,6
Marble Falls,TX,6095,28
Marlin,TX,5847,17
Marshall,TX,25169,141
Martindale,TX,1145,4
Mathis,TX,4989,25
McAllen,TX,136169,171
McGregor,TX,5036,7
McKinney,TX,146869,207
Meadows Place,TX,4721,7
Melissa,TX,5839,1
Memorial Villages,TX,11660,5
Memphis,TX,2232,6
Mercedes,TX,16480,106
Meridian,TX,1484,0
Merkel,TX,2608,5
Mesquite,TX,144313,402
Mexia,TX,7544,42
Midland,TX,122259,350
Midlothian,TX,19425,25
Mineola,TX,4485,19
Mineral Wells,TX,16717,55
Mission,TX,81360,72
Missouri City,TX,69487,72
Monahans,TX,7163,30
Mont Belvieu,TX,4366,9
Montgomery,TX,670,1
Morgans Point Resort,TX,4257,2
Moulton,TX,898,1
Mount Pleasant,TX,16101,41
Muleshoe,TX,5121,4
Munday,TX,1331,2
Murphy,TX,19347,4
Mustang Ridge,TX,939,0
Nacogdoches,TX,34413,97
Naples,TX,1357,1
Nash,TX,3076,9
Nassau Bay,TX,4092,17
Navasota,TX,7239,77
Nederland,TX,17464,58
Needville,TX,2879,11
New Boston,TX,4507,9
New Braunfels,TX,61651,147
Nocona,TX,2996,2
Nolanville,TX,4483,22
Northlake,TX,1897,7
North Richland Hills,TX,65899,157
Oak Ridge,TX,168,2
Odessa,TX,108265,1080
O'Donnell,TX,809,0
Olmos Park,TX,2314,1
Olney,TX,3221,3
Olton,TX,2234,8
Omaha,TX,1012,3
Onalaska,TX,1724,16
Orange,TX,19057,111
Orange Grove,TX,1357,1
Overton,TX,2580,7
Ovilla,TX,3535,4
Oyster Creek,TX,1124,14
Paducah,TX,1164,2
Palacios,TX,4666,4
Palestine,TX,18458,113
Palmer,TX,2023,2
Palmhurst,TX,2698,2
Palm Valley,TX,1311,0
Palmview,TX,5625,25
Pampa,TX,18471,186
Panhandle,TX,2438,5
Pantego,TX,2483,14
Paris,TX,25048,170
Parker,TX,4205,5
Pasadena,TX,153195,592
Pearland,TX,98183,152
Pearsall,TX,9488,8
Pecos,TX,8786,12
Penitas,TX,4693,36
Perryton,TX,9392,12
Pflugerville,TX,53007,59
Pharr,TX,73932,230
Pilot Point,TX,4017,6
Pittsburg,TX,4514,35
Plainview,TX,22225,57
Plano,TX,275795,389
Pleasanton,TX,9394,35
Ponder,TX,1463,3
Port Aransas,TX,3726,23
Port Arthur,TX,54032,359
Port Isabel,TX,5055,12
Portland,TX,15572,22
Port Neches,TX,12773,37
Poteet,TX,3375,13
Poth,TX,1993,12
Pottsboro,TX,2190,5
Premont,TX,2722,20
Presidio,TX,4204,1
Primera,TX,4146,2
Princeton,TX,7684,10
Progreso,TX,5776,9
Prosper,TX,12501,12
Queen City,TX,1464,9
Quitman,TX,1801,2
Ralls,TX,1966,2
Rancho Viejo,TX,2486,1
Ranger,TX,2456,9
Ransom Canyon,TX,1114,1
Raymondville,TX,11164,178
Red Oak,TX,11168,11
Refugio,TX,2828,9
Reno,TX,3261,2
Richardson,TX,104577,128
Richland Hills,TX,8012,5
Richmond,TX,11841,53
Riesel,TX,1018,4
Rio Grande City,TX,13971,44
Rio Hondo,TX,2429,7
River Oaks,TX,7620,8
Roanoke,TX,6644,7
Robinson,TX,11237,19
Robstown,TX,11665,15
Rockdale,TX,5391,7
Rockport,TX,9256,32
Rockwall,TX,40622,25
Rollingwood,TX,1529,1
Roma,TX,9900,39
Roman Forest,TX,1820,0
Roscoe,TX,1298,1
Rosenberg,TX,32059,94
Round Rock,TX,108577,149
Rowlett,TX,58177,82
Royse City,TX,10132,7
Runaway Bay,TX,1352,0
Sabinal,TX,1692,1
Sachse,TX,21986,14
Salado,TX,2159,0
San Angelo,TX,96661,263
San Antonio,TX,1399725,8828
San Augustine,TX,2081,6
San Diego,TX,4437,13
Sanger,TX,7226,14
San Juan,TX,35588,191
San Marcos,TX,51786,220
San Saba,TX,3086,7
Sansom Park Village,TX,4804,11
Santa Anna,TX,1067,4
Santa Fe,TX,12565,12
Santa Rosa,TX,2895,3
Schertz,TX,35882,68
Schulenburg,TX,2872,12
Seabrook,TX,12580,17
Seagoville,TX,15652,8
Seagraves,TX,2581,11
Sealy,TX,6163,35
Seguin,TX,26635,61
Selma,TX,7747,15
Seminole,TX,6877,9
Seven Points,TX,1456,6
Seymour,TX,2636,15
Shallowater,TX,2516,0
Shamrock,TX,2008,2
Shavano Park,TX,3274,3
Shenandoah,TX,2478,9
Sherman,TX,39377,120
Silsbee,TX,6662,8
Sinton,TX,5698,40
Slaton,TX,6112,16
Smithville,TX,3865,7
Snyder,TX,11459,75
Socorro,TX,32891,58
Somerset,TX,1703,3
Sonora,TX,2866,9
Sour Lake,TX,1782,5
South Houston,TX,17445,92
Southlake,TX,28062,14
Southmayd,TX,994,4
South Padre Island,TX,2919,49
Southside Place,TX,1775,0
Spearman,TX,3292,3
Splendora,TX,1667,6
Springtown,TX,2698,16
Spring Valley,TX,4009,7
Spur,TX,1239,0
Stafford,TX,18034,94
Stagecoach,TX,561,0
Stamford,TX,2999,16
Stanton,TX,2651,2
Stephenville,TX,18595,27
Stratford,TX,2069,3
Sugar Land,TX,83460,108
Sullivan City,TX,4122,3
Sulphur Springs,TX,15613,25
Sunrise Beach Village,TX,692,0
Sunset Valley,TX,696,3
Sweeny,TX,3739,11
Sweetwater,TX,10604,82
Taft,TX,3053,19
Tatum,TX,1405,7
Taylor,TX,16317,30
Terrell,TX,16233,78
Terrell Hills,TX,5061,1
Texarkana,TX,37467,329
Texas City,TX,45793,126
The Colony,TX,39903,48
Thorndale,TX,1293,2
Thrall,TX,899,0
Three Rivers,TX,1887,25
Tioga,TX,813,0
Tomball,TX,11029,30
Tool,TX,2264,7
Trinity,TX,2636,13
Trophy Club,TX,10173,9
Troy,TX,1723,4
Tulia,TX,4964,10
Tye,TX,1248,8
Tyler,TX,100033,376
Universal City,TX,19344,52
University Park,TX,24031,8
Uvalde,TX,16218,104
Valley Mills,TX,1187,1
Van,TX,2644,3
Van Alstyne,TX,3088,4
Venus,TX,3105,4
Vernon,TX,10703,37
Victoria,TX,64979,396
Vidor,TX,10984,58
Waco,TX,127570,515
Waelder,TX,1085,0
Wake Village,TX,5446,8
Waller,TX,2375,9
Wallis,TX,1269,4
Watauga,TX,24210,22
Waxahachie,TX,31530,33
Weatherford,TX,26702,7
Webster,TX,11116,46
Weimar,TX,2128,3
Weslaco,TX,37248,389
West,TX,2836,1
West Columbia,TX,3907,18
West Orange,TX,3463,7
Westover Hills,TX,708,0
West Tawakoni,TX,1605,0
Westworth,TX,2554,6
Wharton,TX,8767,57
Whitehouse,TX,7919,9
White Oak,TX,6447,7
Whitesboro,TX,3823,6
White Settlement,TX,16703,24
Whitewright,TX,1607,9
Whitney,TX,2108,2
Wichita Falls,TX,104514,401
Willow Park,TX,4248,0
Wills Point,TX,3504,1
Wilmer,TX,3805,6
Windcrest,TX,5617,12
Wink,TX,980,0
Winnsboro,TX,3250,8
Winters,TX,2539,4
Wolfforth,TX,3983,12
Woodbranch,TX,1344,1
Woodville,TX,2531,3
Woodway,TX,8626,8
Wortham,TX,1044,1
Wylie,TX,45138,32
Yoakum,TX,5927,8
Yorktown,TX,2133,12
American Fork/Cedar Hills,UT,37544,26
Big Water,UT,471,2
Blanding,UT,3543,18
Bluffdale,UT,8100,10
Bountiful5,UT,42976,61
Brian Head,UT,84,0
Brigham City,UT,18217,58
Cedar City,UT,29180,78
Centerfield,UT,1373,0
Centerville,UT,16488,19
Clearfield,UT,30433,39
Clinton,UT,20903,13
Cottonwood Heights,UT,34208,37
Draper,UT,44680,36
East Carbon,UT,1269,1
Enoch,UT,6049,18
Ephraim,UT,6145,1
Fairview,UT,1253,2
Farmington,UT,21582,13
Fountain Green,UT,1078,1
Grantsville,UT,9530,15
Harrisville,UT,5870,6
Helper,UT,2185,4
Hurricane5,UT,14558,14
Kamas,UT,1926,2
Kanab,UT,4438,6
Kaysville,UT,28575,11
La Verkin,UT,4174,14
Layton,UT,69044,95
Lehi,UT,52432,32
Lindon,UT,10550,7
Logan,UT,49049,35
Lone Peak,UT,26669,2
Mapleton,UT,8583,2
Moab,UT,5096,19
Monticello,UT,1980,1
Moroni,UT,1430,0
Mount Pleasant,UT,3282,5
Naples,UT,1928,0
Nephi,UT,5452,6
North Ogden,UT,17915,9
North Park,UT,13042,1
North Salt Lake,UT,16815,33
Ogden,UT,84045,416
Orem,UT,91438,33
Park City,UT,7957,31
Parowan,UT,2837,5
Payson,UT,19120,9
Perry,UT,4471,13
Pleasant Grove,UT,34796,16
Pleasant View,UT,8446,2
Price,UT,8589,27
Provo,UT,116937,160
Richfield,UT,7509,7
Riverdale,UT,8595,11
Roosevelt,UT,6404,63
Roy,UT,37810,40
Salem,UT,6867,3
Salina,UT,2492,5
Salt Lake City,UT,190246,1475
Sandy,UT,89943,134
Santaquin/Genola,UT,11224,3
Saratoga Springs,UT,22301,12
Smithfield,UT,10140,7
South Jordan,UT,57593,28
South Ogden,UT,16792,24
South Salt Lake,UT,24595,204
Spanish Fork,UT,36690,10
Springdale,UT,552,3
Springville,UT,30940,33
St. George,UT,76427,133
Stockton,UT,614,0
Sunset,UT,5137,4
Syracuse,UT,25337,6
Tooele,UT,32241,72
Tremonton,UT,7824,28
Vernal,UT,10099,33
Washington,UT,21616,18
West Bountiful,UT,5345,17
West Valley,UT,133373,703
Willard,UT,1737,2
Woods Cross,UT,10343,33
Barre Town,VT,7932,2
Bennington,VT,15492,31
Berlin,VT,2867,13
Bradford,VT,2777,1
Brattleboro,VT,11784,36
Brighton,VT,1199,0
Bristol,VT,3871,2
Castleton,VT,4649,9
Colchester,VT,17288,14
Dover,VT,1110,1
Essex,VT,20199,19
Fair Haven,VT,2681,2
Hardwick,VT,2957,8
Hartford,VT,9804,18
Hinesburg,VT,4475,1
Milton,VT,10577,6
Morristown,VT,5369,1
Newport,VT,4513,15
Northfield,VT,6175,6
Norwich,VT,3387,0
Randolph,VT,4757,1
Richmond,VT,4094,0
Rutland,VT,16137,63
Shelburne,VT,7551,2
Springfield,VT,9259,20
St. Johnsbury,VT,7590,15
Stowe,VT,4413,2
Swanton,VT,6440,3
Vergennes,VT,2580,3
Waterbury,VT,5112,3
Weathersfield,VT,2806,1
Williston,VT,9042,5
Wilmington,VT,1846,3
Windsor,VT,3483,8
Woodstock,VT,3003,0
Abingdon,VA,8186,10
Alexandria,VA,148519,258
Altavista,VA,3486,8
Amherst,VA,2223,2
Appalachia,VA,1728,12
Ashland,VA,7310,26
Bedford,VA,5894,12
Berryville,VA,4290,5
Big Stone Gap,VA,5568,17
Blacksburg,VA,42603,31
Blackstone,VA,3574,14
Bloxom,VA,390,0
Bowling Green,VA,1130,0
Boykins,VA,554,0
Bridgewater,VA,5817,4
Bristol,VA,17641,59
Broadway,VA,3766,0
Brookneal,VA,1121,1
Buena Vista,VA,6747,9
Burkeville,VA,424,1
Cape Charles,VA,996,0
Charlottesville,VA,44187,211
Chase City,VA,2328,9
Chatham,VA,1494,0
Chesapeake,VA,230577,737
Chilhowie,VA,1750,0
Chincoteague,VA,2949,2
Christiansburg,VA,21581,30
Clarksville,VA,1129,3
Clifton Forge,VA,3876,8
Clintwood,VA,1374,2
Coeburn,VA,2117,3
Colonial Beach,VA,3554,8
Colonial Heights,VA,17553,43
Covington,VA,5725,7
Crewe,VA,2295,3
Culpeper,VA,16703,38
Damascus,VA,815,2
Danville,VA,43133,150
Dayton,VA,1558,0
Dublin,VA,2512,2
Dumfries,VA,5194,0
Edinburg,VA,1058,0
Elkton,VA,2776,0
Emporia,VA,5693,24
Exmore,VA,1446,6
Fairfax City,VA,23801,26
Falls Church,VA,13517,24
Farmville,VA,8142,15
Franklin,VA,8520,35
Fredericksburg,VA,28411,114
Front Royal,VA,14730,30
Galax,VA,6870,12
Gate City,VA,1996,4
Glasgow,VA,1138,1
Glen Lyn,VA,112,1
Gordonsville,VA,1539,1
Gretna,VA,1245,1
Grottoes,VA,2723,0
Grundy,VA,1008,0
Halifax,VA,1301,1
Hampton,VA,136949,292
Harrisonburg,VA,51767,106
Haymarket,VA,1949,0
Haysi,VA,490,0
Herndon,VA,24561,51
Hillsville,VA,2702,10
Honaker,VA,1416,4
Hopewell,VA,22305,100
Hurt,VA,1281,0
Independence,VA,924,1
Jonesville,VA,1030,0
Kenbridge,VA,1231,6
Kilmarnock,VA,1464,3
La Crosse,VA,600,0
Lawrenceville,VA,1259,2
Lebanon,VA,3384,3
Leesburg,VA,46951,74
Lexington,VA,6995,4
Louisa,VA,1571,2
Luray,VA,4862,3
Lynchburg,VA,77757,330
Manassas,VA,41512,122
Manassas Park,VA,16332,15
Marion,VA,5838,25
Martinsville,VA,13771,56
Middleburg,VA,739,0
Middletown,VA,1307,4
Mount Jackson,VA,2024,3
Narrows,VA,1976,4
New Market,VA,2185,0
Newport News,VA,181074,795
Norfolk,VA,247303,1418
Norton,VA,4108,11
Occoquan,VA,987,0
Onancock,VA,1263,0
Onley,VA,519,0
Orange,VA,4841,8
Parksley,VA,848,0
Pearisburg,VA,2699,4
Pembroke,VA,1097,0
Pennington Gap,VA,1864,5
Petersburg,VA,31847,163
Pocahontas,VA,390,1
Poquoson,VA,12108,17
Portsmouth,VA,97018,590
Pound,VA,1026,2
Pulaski,VA,8978,27
Purcellville,VA,8474,2
Quantico,VA,523,0
Radford,VA,16810,91
Rich Creek,VA,755,2
Richlands,VA,5652,12
Richmond,VA,212830,1327
Roanoke,VA,97927,457
Rocky Mount,VA,4827,23
Rural Retreat,VA,1487,0
Salem,VA,25066,24
Saltville,VA,2043,8
Shenandoah,VA,2350,2
Smithfield,VA,8141,13
South Boston,VA,8048,43
South Hill,VA,4592,16
Stanley,VA,1672,2
Staunton,VA,24007,50
Stephens City,VA,1888,0
St. Paul,VA,960,4
Strasburg,VA,6516,9
Suffolk,VA,85475,268
Tappahannock,VA,2398,5
Tazewell,VA,4507,7
Timberville,VA,2569,0
Victoria,VA,1687,0
Vienna,VA,16335,9
Vinton,VA,8104,34
Virginia Beach,VA,450687,730
Warrenton,VA,9860,13
Warsaw,VA,1493,0
Waverly,VA,2114,1
Waynesboro,VA,21175,46
Weber City,VA,1285,0
West Point,VA,3311,2
White Stone,VA,346,0
Williamsburg,VA,15565,22
Winchester,VA,27163,89
Windsor,VA,2631,5
Wise,VA,3251,7
Woodstock,VA,5193,16
Wytheville,VA,8194,10
Aberdeen,WA,16408,58
Airway Heights,WA,6441,6
Algona,WA,3123,0
Anacortes,WA,15980,21
Arlington,WA,18425,37
Asotin,WA,1276,1
Auburn,WA,74565,293
Bainbridge Island,WA,23326,12
Battle Ground,WA,18146,13
Bellevue,WA,127678,125
Bingen,WA,729,0
Black Diamond,WA,4304,0
Blaine,WA,4875,3
Bonney Lake,WA,18156,28
Bothell,WA,35007,18
Bremerton,WA,39754,227
Brewster,WA,2356,4
Brier,WA,6303,3
Buckley,WA,4927,1
Burien,WA,49822,177
Burlington,WA,8492,16
Camas,WA,20848,14
Carnation,WA,1849,1
Castle Rock,WA,1984,4
Centralia,WA,16549,61
Chehalis,WA,7312,11
Cheney,WA,11117,19
Chewelah,WA,2606,5
Clarkston,WA,7295,27
Cle Elum,WA,2798,2
Clyde Hill,WA,3146,2
Colfax,WA,2860,4
College Place,WA,8913,8
Colton,WA,437,0
Colville,WA,4674,3
Connell,WA,5913,9
Cosmopolis,WA,1605,0
Coulee Dam,WA,1096,2
Coupeville,WA,1875,5
Covington,WA,18526,34
Des Moines,WA,30684,98
Dupont,WA,8999,9
Duvall,WA,7342,2
East Wenatchee,WA,13509,25
Eatonville,WA,2826,9
Edgewood,WA,9542,9
Edmonds,WA,40615,70
Ellensburg,WA,18367,33
Elma,WA,3033,4
Enumclaw,WA,11431,9
Ephrata,WA,7986,17
Everett,WA,105129,443
Everson,WA,2570,1
Federal Way,WA,92741,291
Ferndale,WA,12173,26
Fife,WA,9380,89
Fircrest,WA,6609,16
Forks,WA,3744,12
Garfield,WA,609,0
Gig Harbor,WA,7699,22
Goldendale,WA,3446,8
Grand Coulee,WA,1046,7
Grandview,WA,11048,19
Granger,WA,3313,2
Granite Falls,WA,3435,9
Ilwaco,WA,903,2
Issaquah,WA,33365,21
Kalama,WA,2316,7
Kelso,WA,11802,72
Kenmore,WA,21531,14
Kennewick,WA,76508,240
Kent,WA,124359,319
Kettle Falls,WA,1596,3
Kirkland,WA,51288,71
Kittitas,WA,1443,1
La Center,WA,3071,2
Lacey6,WA,44298,79
Lake Forest Park,WA,13088,5
Lake Stevens,WA,29388,44
Lakewood,WA,59057,410
Liberty Lake,WA,7979,3
Long Beach,WA,1344,1
Longview,WA,36374,170
Lynden,WA,12808,9
Lynnwood,WA,36396,105
Mabton,WA,2328,0
Maple Valley,WA,24644,15
Marysville,WA,63153,138
Mattawa,WA,4532,3
McCleary,WA,1609,0
Medina,WA,3096,1
Mercer Island,WA,23969,8
Mill Creek,WA,18806,26
Milton,WA,7076,17
Monroe,WA,17562,67
Montesano,WA,3881,0
Morton,WA,1126,2
Moses Lake,WA,21410,103
Mountlake Terrace,WA,20286,32
Mount Vernon,WA,32450,89
Moxee,WA,3598,2
Mukilteo,WA,20707,14
Newcastle,WA,10928,12
Normandy Park,WA,6556,1
North Bend,WA,6094,11
Oak Harbor,WA,22288,31
Oakville,WA,673,1
Ocean Shores,WA,5632,7
Odessa,WA,880,0
Olympia6,WA,48046,131
Omak,WA,4801,28
Oroville,WA,1674,1
Orting,WA,6913,11
Othello,WA,7577,47
Pacific,WA,6911,10
Palouse,WA,1028,0
Pasco,WA,67099,158
Port Angeles,WA,19053,94
Port Orchard,WA,11818,74
Port Townsend,WA,9112,41
Poulsbo,WA,9429,19
Prosser,WA,5817,9
Pullman,WA,31895,27
Puyallup,WA,38532,104
Quincy,WA,7085,18
Raymond,WA,2793,2
Reardan,WA,565,1
Redmond,WA,57263,39
Renton,WA,96657,254
Republic,WA,1105,7
Richland,WA,52465,95
Ridgefield,WA,5426,1
Ritzville,WA,1679,1
Rosalia,WA,559,0
Roy,WA,803,1
Royal City,WA,2219,5
Ruston,WA,766,1
Sammamish,WA,49805,11
SeaTac,WA,27896,172
Seattle,WA,642814,3758
Sedro Woolley,WA,10652,18
Selah,WA,7376,0
Sequim,WA,6626,13
Shelton,WA,9780,36
Shoreline,WA,54762,80
Snohomish,WA,9323,23
Snoqualmie,WA,11890,3
Spokane,WA,209524,1440
Spokane Valley,WA,90835,231
Springdale,WA,278,1
Stanwood,WA,6476,9
Steilacoom,WA,6099,13
Sultan,WA,4733,10
Sumas,WA,1340,0
Sumner,WA,9575,29
Sunnyside,WA,16099,42
Tacoma,WA,203226,1766
Tenino,WA,1700,1
Tieton,WA,1200,1
Tonasket,WA,1022,6
Toppenish,WA,9029,38
Tukwila,WA,19765,164
Tumwater6,WA,18343,41
Twisp,WA,946,1
Union Gap,WA,6059,11
University Place,WA,31708,92
Vancouver,WA,166535,593
Wapato,WA,5067,22
Warden,WA,2759,3
Washougal,WA,14733,29
Westport,WA,2042,0
West Richland,WA,12905,15
White Salmon,WA,2269,0
Wilbur,WA,856,0
Winlock,WA,1326,0
Winthrop,WA,409,0
Woodinville,WA,11325,20
Woodland,WA,5535,19
Woodway,WA,1326,0
Yakima,WA,93589,471
Yarrow Point,WA,1039,0
Zillah,WA,3051,3
Alderson,WV,1184,0
Barboursville,WV,4099,1
Beech Bottom,WV,514,0
Benwood,WV,1389,2
Bluefield,WV,10517,56
Bridgeport,WV,8425,12
Buckhannon,WV,5649,9
Chapmanville,WV,1264,2
Charles Town,WV,5421,10
Clearview,WV,554,0
Dunbar,WV,7834,24
Eleanor,WV,1559,2
Elkins,WV,7183,68
Gauley Bridge,WV,609,1
Glasgow,WV,894,2
Glen Dale,WV,1494,6
Glenville,WV,1553,0
Grafton,WV,5183,3
Hamlin,WV,1136,15
Harpers Ferry/Bolivar,WV,1339,0
Harrisville,WV,1819,4
Hinton,WV,2604,3
Hurricane,WV,6382,3
Kenova,WV,3119,7
Keyser,WV,5307,9
Lewisburg,WV,3981,8
Marmet,WV,1489,3
Martinsburg,WV,17589,70
Mason,WV,956,2
Milton,WV,2525,4
Moorefield,WV,2492,7
Morgantown,WV,31406,94
Mount Hope,WV,1398,0
Nitro,WV,7137,11
Oak Hill,WV,7709,27
Oceana,WV,1355,40
Parkersburg,WV,31207,127
Philippi,WV,2944,22
Point Pleasant,WV,4300,3
Princeton,WV,6474,60
Rainelle,WV,1492,0
Ravenswood,WV,3852,0
Reedsville,WV,600,0
Ripley,WV,3249,3
Romney,WV,1806,3
Ronceverte,WV,1778,2
Shepherdstown,WV,2149,1
Shinnston,WV,2192,2
Sistersville,WV,1357,3
Sophia,WV,1336,1
South Charleston,WV,13308,80
Spencer,WV,2238,2
St. Albans,WV,10952,39
Star City,WV,1904,7
Summersville,WV,3569,22
Vienna,WV,10664,10
Welch,WV,2303,6
Wellsburg,WV,2760,0
West Liberty,WV,1538,0
Weston,WV,4076,2
White Hall,WV,660,4
White Sulphur Springs,WV,2467,1
Williamson,WV,3069,8
Winfield,WV,2339,4
Adams,WI,1924,7
Albany,WI,1015,8
Algoma,WI,3143,1
Alma,WI,759,0
Altoona,WI,7018,8
Amery,WI,2859,11
Antigo,WI,7988,10
Appleton,WI,73141,176
Arcadia,WI,2950,3
Ashland,WI,8097,32
Ashwaubenon,WI,17145,14
Athens,WI,1100,0
Avoca,WI,636,0
Bangor,WI,1494,3
Baraboo,WI,12047,25
Barneveld,WI,1238,0
Bayfield,WI,488,1
Beaver Dam,WI,16326,8
Belleville,WI,2436,1
Beloit,WI,36817,129
Beloit Town,WI,7665,12
Berlin,WI,5519,3
Big Bend,WI,1299,1
Black River Falls,WI,3571,2
Blair,WI,1367,0
Blanchardville,WI,826,1
Bloomer,WI,3544,1
Bloomfield,WI,6319,2
Blue Mounds,WI,892,5
Boscobel,WI,3216,13
Brandon-Fairwater,WI,1234,0
Brillion,WI,3193,0
Brodhead,WI,3270,4
Brookfield,WI,37996,30
Brookfield Township,WI,6126,13
Brown Deer,WI,12114,15
Burlington,WI,10502,17
Butler,WI,1838,9
Caledonia,WI,24681,12
Campbellsport,WI,1988,0
Campbell Township,WI,4419,3
Cashton,WI,1094,0
Cedarburg,WI,11446,1
Chenequa,WI,598,0
Chetek,WI,2203,4
Chilton,WI,3975,2
Chippewa Falls,WI,13676,26
Cleveland,WI,1497,2
Clinton,WI,2138,2
Clintonville,WI,4485,3
Colby-Abbotsford,WI,4117,1
Columbus,WI,5017,4
Cornell,WI,1473,0
Cottage Grove,WI,6478,11
Crandon,WI,1914,2
Cross Plains6,WI,3671,0
Cuba City,WI,2066,2
Cudahy,WI,18362,39
Cumberland,WI,2156,13
Dane,WI,1067,0
Darlington,WI,2439,1
Deforest6,WI,9349,13
Delafield,WI,7149,2
Delavan,WI,10092,12
Delavan Town,WI,5335,1
Denmark,WI,2171,1
De Pere,WI,24314,7
Dodgeville,WI,4691,3
Durand,WI,1896,2
Eagle River,WI,1365,4
East Troy,WI,4322,7
Eau Claire,WI,67309,123
Edgar,WI,1474,0
Edgerton,WI,5515,4
Eleva,WI,682,0
Elkhart Lake,WI,959,1
Elkhorn,WI,10084,9
Elk Mound,WI,875,2
Ellsworth,WI,3211,6
Elm Grove,WI,5942,1
Elroy,WI,1424,2
Endeavor,WI,461,0
Evansville,WI,5094,4
Everest,WI,17093,14
Fall Creek,WI,1339,0
Fall River,WI,1689,3
Fennimore,WI,2516,2
Fitchburg,WI,26122,61
Fond du Lac,WI,43042,154
Fontana,WI,1700,7
Fort Atkinson,WI,12493,12
Fountain City,WI,837,0
Fox Lake,WI,1500,0
Fox Point,WI,6744,1
Fox Valley Metro,WI,20474,14
Frederic,WI,1111,2
Freedom,WI,5963,0
Geneva Town,WI,5045,2
Genoa City,WI,3065,2
Germantown,WI,19796,13
Gilman,WI,408,0
Glendale,WI,12947,35
Grafton,WI,11519,1
Grand Chute,WI,21616,23
Grand Rapids,WI,7634,2
Grantsburg,WI,1316,2
Green Bay,WI,105107,500
Greendale,WI,14417,14
Greenfield,WI,37171,51
Green Lake,WI,970,0
Hales Corners,WI,7762,10
Hartford,WI,14248,10
Hartland,WI,9196,6
Hayward,WI,2311,5
Hazel Green,WI,1254,1
Highland,WI,853,0
Hobart-Lawrence,WI,11587,0
Holmen,WI,9395,11
Horicon,WI,3615,2
Hortonville,WI,2713,0
Hudson,WI,13123,12
Independence,WI,1348,0
Iron Ridge,WI,917,1
Iron River,WI,1135,2
Jackson,WI,6773,5
Janesville,WI,63603,166
